Scan,DL Bat. V,DC Volts(EB),DC Amps(EB),DC Watts(EB),DC Wh (EB),DC Volts(ET),DC Amps(ET),DC Watts(ET),DC Wh(ET),DC Volts(PT),DC Amps(PT),DC Watts(PT),DC Wh(PT)
Feb 29 2016  7:20PM,11.863,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  7:21PM,11.852,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  7:22PM,11.867,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  7:23PM,11.858,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  7:24PM,11.86,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  7:25PM,11.856,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  7:26PM,11.855,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  7:27PM,11.855,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  7:28PM,11.852,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  7:29PM,11.858,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  7:30PM,11.853,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  7:31PM,11.854,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  7:32PM,11.851,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  7:33PM,11.858,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  7:34PM,11.854,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  7:35PM,11.863,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  7:36PM,11.861,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  7:37PM,11.853,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  7:38PM,11.856,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  7:39PM,11.862,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  7:40PM,11.857,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  7:41PM,11.85,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  7:42PM,11.857,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  7:43PM,11.854,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  7:44PM,11.857,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  7:45PM,11.861,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  7:46PM,11.857,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  7:47PM,11.857,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  7:48PM,11.863,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  7:49PM,11.851,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  7:50PM,11.855,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  7:51PM,11.854,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  7:52PM,11.851,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  7:53PM,11.86,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  7:54PM,11.861,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  7:55PM,11.857,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  7:56PM,11.855,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  7:57PM,11.862,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  7:58PM,11.858,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  7:59PM,11.85,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  8:00PM,11.861,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  8:01PM,11.858,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  8:02PM,11.856,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  8:03PM,11.858,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  8:04PM,11.861,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  8:05PM,11.852,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  8:06PM,11.857,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  8:07PM,11.859,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  8:08PM,11.857,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  8:09PM,11.859,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  8:10PM,11.854,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  8:11PM,11.86,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  8:12PM,11.851,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  8:13PM,11.852,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  8:14PM,11.855,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  8:15PM,11.86,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  8:16PM,11.86,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  8:17PM,11.854,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  8:18PM,11.863,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  8:19PM,11.86,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  8:20PM,11.856,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  8:21PM,11.86,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  8:22PM,11.854,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  8:23PM,11.86,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  8:24PM,11.852,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  8:25PM,11.858,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  8:26PM,11.856,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  8:27PM,11.858,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  8:28PM,11.855,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  8:29PM,11.862,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  8:30PM,11.85,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  8:31PM,11.858,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  8:32PM,11.855,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  8:33PM,11.86,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  8:34PM,11.858,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  8:35PM,11.862,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  8:36PM,11.853,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  8:37PM,11.855,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  8:38PM,11.857,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  8:39PM,11.857,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  8:40PM,11.854,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  8:41PM,11.852,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  8:42PM,11.854,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  8:43PM,11.849,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  8:44PM,11.851,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  8:45PM,11.849,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  8:46PM,11.86,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  8:47PM,11.849,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  8:48PM,11.849,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  8:49PM,11.856,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  8:50PM,11.852,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  8:51PM,11.852,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  8:52PM,11.85,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  8:53PM,11.854,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  8:54PM,11.855,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  8:55PM,11.854,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  8:56PM,11.855,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  8:57PM,11.851,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  8:58PM,11.861,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  8:59PM,11.858,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  9:00PM,11.851,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  9:01PM,11.852,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  9:03PM,11.856,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  9:04PM,11.857,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  9:05PM,11.851,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  9:06PM,11.861,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  9:07PM,11.855,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  9:08PM,11.862,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  9:09PM,11.852,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  9:10PM,11.848,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  9:11PM,11.854,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  9:12PM,11.849,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  9:13PM,11.857,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  9:14PM,11.854,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  9:15PM,11.857,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  9:16PM,11.854,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  9:17PM,11.859,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  9:18PM,11.859,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  9:19PM,11.854,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  9:20PM,11.856,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  9:21PM,11.847,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  9:22PM,11.859,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  9:23PM,11.859,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  9:24PM,11.857,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  9:25PM,11.859,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  9:26PM,11.858,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  9:27PM,11.85,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  9:28PM,11.852,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  9:29PM,11.856,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  9:30PM,11.851,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  9:31PM,11.85,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  9:32PM,11.856,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  9:33PM,11.855,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  9:34PM,11.849,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  9:35PM,11.857,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  9:36PM,11.859,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  9:37PM,11.851,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  9:38PM,11.858,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  9:39PM,11.856,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  9:40PM,11.854,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  9:41PM,11.856,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  9:42PM,11.848,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  9:43PM,11.853,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  9:44PM,11.858,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  9:45PM,11.858,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  9:46PM,11.856,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  9:47PM,11.847,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  9:48PM,11.85,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  9:49PM,11.86,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  9:50PM,11.852,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  9:51PM,11.855,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  9:52PM,11.86,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  9:53PM,11.854,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  9:54PM,11.856,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  9:55PM,11.852,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  9:56PM,11.857,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  9:57PM,11.852,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  9:58PM,11.857,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016  9:59PM,11.851,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 10:00PM,11.855,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 10:01PM,11.856,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 10:02PM,11.848,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 10:03PM,11.854,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 10:04PM,11.856,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 10:05PM,11.856,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 10:06PM,11.855,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 10:07PM,11.847,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 10:08PM,11.852,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 10:09PM,11.854,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 10:10PM,11.856,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 10:11PM,11.851,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 10:12PM,11.851,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 10:13PM,11.854,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 10:14PM,11.852,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 10:15PM,11.848,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 10:16PM,11.846,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 10:17PM,11.858,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 10:18PM,11.858,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 10:19PM,11.856,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 10:20PM,11.856,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 10:21PM,11.856,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 10:22PM,11.858,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 10:23PM,11.856,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 10:24PM,11.855,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 10:25PM,11.856,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 10:26PM,11.848,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 10:27PM,11.85,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 10:28PM,11.858,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 10:29PM,11.849,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 10:30PM,11.858,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 10:31PM,11.852,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 10:32PM,11.849,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 10:33PM,11.848,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 10:34PM,11.852,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 10:35PM,11.85,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 10:36PM,11.861,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 10:37PM,11.851,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 10:38PM,11.851,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 10:39PM,11.856,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 10:40PM,11.861,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 10:41PM,11.852,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 10:42PM,11.855,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 10:43PM,11.848,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 10:44PM,11.858,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 10:45PM,11.858,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 10:46PM,11.855,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 10:47PM,11.849,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 10:48PM,11.857,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 10:49PM,11.849,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 10:50PM,11.847,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 10:51PM,11.859,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 10:52PM,11.857,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 10:53PM,11.859,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 10:54PM,11.851,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 10:55PM,11.856,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 10:56PM,11.858,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 10:57PM,11.859,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 10:58PM,11.849,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 10:59PM,11.854,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 11:00PM,11.847,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 11:01PM,11.854,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 11:02PM,11.854,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 11:03PM,11.848,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 11:04PM,11.857,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 11:05PM,11.848,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 11:06PM,11.848,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 11:07PM,11.857,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 11:08PM,11.857,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 11:09PM,11.853,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 11:10PM,11.857,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 11:11PM,11.861,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 11:12PM,11.854,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 11:13PM,11.849,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 11:14PM,11.851,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 11:15PM,11.855,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 11:16PM,11.853,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 11:17PM,11.846,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 11:18PM,11.844,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 11:19PM,11.854,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 11:20PM,11.853,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 11:21PM,11.855,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 11:22PM,11.853,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 11:23PM,11.855,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 11:24PM,11.856,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 11:25PM,11.851,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 11:26PM,11.857,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 11:27PM,11.858,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 11:28PM,11.849,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 11:29PM,11.857,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 11:30PM,11.86,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 11:31PM,11.846,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 11:32PM,11.85,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 11:33PM,11.854,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 11:34PM,11.848,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 11:35PM,11.851,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 11:36PM,11.851,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 11:37PM,11.85,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 11:38PM,11.858,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 11:39PM,11.858,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 11:40PM,11.846,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 11:41PM,11.859,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 11:42PM,11.85,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 11:43PM,11.853,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 11:44PM,11.855,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 11:45PM,11.858,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
Feb 29 2016 11:46PM,11.858,0,0,0,2450.016,0,0,0,2412.777,0,0,0,1413.698
